UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000003718;BAN DUNG PALM OIL INDUSTRIES SDN BHD;BAN DUNG PALM OIL INDUSTRIES SDN BHD;BAN DUNG;Not RSPO Certified;;13/01/2026;2.045.553;102.879.797;2.045553, 102.879797;MYS;Malaysia;Johor;Batu Pahat;1-Fully Verified;
PO1000003719;BBC HOLDINGS (SARAWAK) SDN BHD;BBC PALM OIL MILL SDN BHD;BBC;Not RSPO Certified;;13/01/2026;3.063.214;113.068.154;3.063214, 113.068154;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000003720;NGIN KONG GROUP;BEAUFORT PALM OIL MILL SDN BHD;BEAUFORT;Not RSPO Certified;;13/01/2026;5.308.611;115.705;5.308611, 115.705;MYS;Malaysia;Sabah;Beaufort;1-Fully Verified;
PO1000003721;BELL GROUP;SYARIKAT PERUSAHAAN KELAPA SAWIT SDN BHD;SYARIKAT PERUSAHAAN KELAPA SAWIT;Not RSPO Certified;;13/01/2026;2.166.967;103.058.453;2.166967, 103.058453;MYS;Malaysia;Johor;Segamat;2-High Confidence;
PO1000003724;BELL GROUP;BELL PALM INDUSTRIES SDN BHD;BELL PALM INDUSTRIES;Not RSPO Certified;;13/01/2026;1.916.778;10.289.175;1.916778, 102.89175;MYS;Malaysia;Johor;Batu Pahat;1-Fully Verified;
PO1000003725;BORNEO AGRO-RESOURCES SDN BHD;BORNEO AGRO-RESOURCES SDN BHD;BORNEO AGRO-RESOURCES;Not RSPO Certified;;13/01/2026;3.276.304;113.426.606;3.276304, 113.426606;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000003726;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;APAS BALUNG;RSPO Certified;RSPO Certified, IP;13/01/2026;4.371.767;118.101.486;4.371767, 118.101486;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000003727;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;BORNEO SAMUDERA SDN BHD (KUNAK MILL);Not RSPO Certified;;13/01/2026;475.734;118.138.401;4.75734, 118.138401;MYS;Malaysia;Sabah;Kunak;1-Fully Verified;
PO1000003728;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;LANGKON;Not RSPO Certified;;13/01/2026;6.571.735;116.708.337;6.571735, 116.708337;MYS;Malaysia;Sabah;Kota Marudu;2-High Confidence;
PO1000003729;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;LUMADAN;Not RSPO Certified;;13/01/2026;5.256.014;115.656.269;5.256014, 115.656269;MYS;Malaysia;Sabah;Beaufort;1-Fully Verified;
PO1000003731;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;SERUDUNG;Not RSPO Certified;;13/01/2026;4.357.696;11.735.908;4.357696, 117.35908;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000003732;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;SANDAU;Not RSPO Certified;;13/01/2026;5.204.328;118.134.136;5.204328, 118.134136;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003733;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;SEBRANG;Not RSPO Certified;;13/01/2026;4.989.722;118.555.103;4.989722, 118.555103;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003734;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD EMASTULIN SDN BHD;SEGARIA;RSPO Certified;RSPO Certified, MB;13/01/2026;448.163;11.839.817;4.48163, 118.39817;MYS;Malaysia;Sabah;Semporna;1-Fully Verified;
PO1000003735;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD PELITA KANOWIT OIL MILL SDN BHD;PELITA KANOWIT;Not RSPO Certified;;13/01/2026;2.163.581;112.099.521;2.163581, 112.099521;MYS;Malaysia;Sarawak;Kanowit;1-Fully Verified;
PO1000003736;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD RIMBA NILAI SDN BHD;RIMBA NILAI;Not RSPO Certified;;13/01/2026;6.257.292;117.313.204;6.257292, 117.313204;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003737;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD RIMBA NILAI SDN BHD;SEGAMAHA;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;5.210.414;11.780.966;5.210414, 117.80966;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003738;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD TELOK SENGAT SDN BHD;TELOK SENGAT;RSPO Certified;RSPO Certified, MB;13/01/2026;1.566.934;104.044.935;1.566934, 104.044935;MYS;Malaysia;Johor;Kota Tinggi;1-Fully Verified;
PO1000003739;KILANG KELAPA SAWIT SELUMPUR SDN BHD;KILANG KELAPA SAWIT SELUMPUR SDN BHD;SELUMPUR;Not RSPO Certified;;13/01/2026;26.663;102.807;2.6663, 102.807;MYS;Malaysia;Johor;Segamat;1-Fully Verified;
PO1000003740;CAM RESOURCES BERHAD;CENTRAL PALM OIL MILL SDN BHD;CENTRAL;Not RSPO Certified;;13/01/2026;4.891.535;100.668.979;4.891535, 100.668979;MYS;Malaysia;Perak;Larut and Matang;1-Fully Verified;
PO1000003741;IJM PLANTATIONS BERHAD;IJM EDIBLE OILS SDN BHD;SABANG 1;RSPO Certified;RSPO Certified, MB;13/01/2026;62.338;1.175.288;6.2338, 117.5288;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003742;MHC PLANTATIONS BHD;CEPATWAWASAN GROUP BHD;PROLIFIC YIELD;Not RSPO Certified;;13/01/2026;5.717.481;117.827.607;5.717481, 117.827607;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000003743;CLASSIC PALM OIL MILL SDN BHD;CLASSIC PALM OIL MILL SDN BHD;CLASSIC;Not RSPO Certified;;13/01/2026;2.600.889;102.624.639;2.600889, 102.624639;MYS;Malaysia;Negeri Sembilan;Tampin;1-Fully Verified;
PO1000003745;LKPP CORPORATION SDN BHD;DOMINION SQUARE SDN BHD;DOMINION SQUARE;Not RSPO Certified;;13/01/2026;3.619.765;103.160.623;3.619765, 103.160623;MYS;Malaysia;Pahang;Kuantan;1-Fully Verified;
PO1000003746;DUPONT & LEOSK ENTERPRISES;DUPONT & LEOSK ENTERPRISES SDN BHD;GEDOK MAS;Not RSPO Certified;;13/01/2026;2.577.947;102.423.929;2.577947, 102.423929;MYS;Malaysia;Negeri Sembilan;Tampin;1-Fully Verified;
PO1000003747;NEGRI SEMBILAN OIL PALMS BOARD;ENG THYE PLANTATIONS BHD;LADANG GULA;Not RSPO Certified;;13/01/2026;4.954.957;100.468.919;4.954957, 100.468919;MYS;Malaysia;Perak;Kerian;1-Fully Verified;
PO1000003749;RISDA ESTATES SDN BHD;RISDA ESTATES SDN BHD;RISDA SG AMBAT;Not RSPO Certified;;13/01/2026;2.194.746;10.387.798;2.194746, 103.87798;MYS;Malaysia;Johor;Mersing;1-Fully Verified;
PO1000003750;RISDA ESTATES SDN BHD;RISDA ESTATES SDN BHD;RISDA ULU KERATONG;Not RSPO Certified;;13/01/2026;2.737.472;102.910.556;2.737472, 102.910556;MYS;Malaysia;Pahang;Rompin;1-Fully Verified;
PO1000003751;BOUSTEAD PLANTATIONS BERHAD;EVER YIELD TRADING SDN BHD;EVER YIELD KKS;Not RSPO Certified;;13/01/2026;5.645.967;117.328;5.645967, 117.328;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003752;FAR EAST HOLDINGS BERHAD;KILANG SAWIRA MAKMUR SDN BHD;SAWIRA MAKMUR;Not RSPO Certified;;13/01/2026;2.967.583;103.092.444;2.967583, 103.092444;MYS;Malaysia;Pahang;Rompin;1-Fully Verified;
PO1000003753;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA BUKIT KEPONG;Not RSPO Certified;;13/01/2026;2.390.676;102.881.994;2.390676, 102.881994;MYS;Malaysia;Johor;Muar;1-Fully Verified;
PO1000003754;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA MARAN;Not RSPO Certified;;13/01/2026;3.570.918;102.685.688;3.570918, 102.685688;MYS;Malaysia;Pahang;Maran;1-Fully Verified;
PO1000003755;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA NASARUDDIN;Not RSPO Certified;;13/01/2026;4.323.522;100.938.307;4.323522, 100.938307;MYS;Malaysia;Perak;Perak Tengah;1-Fully Verified;
PO1000003756;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA SEBERANG PERAK;Not RSPO Certified;;13/01/2026;4.148.111;100.839.765;4.148111, 100.839765;MYS;Malaysia;Perak;Perak Tengah;1-Fully Verified;
PO1000003757;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA SUNGAI MELIKAI;Not RSPO Certified;;13/01/2026;2.388.242;103.801.396;2.388242, 103.801396;MYS;Malaysia;Johor;Mersing;1-Fully Verified;
PO1000003758;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA PROCESSING & ENGINEERING;Not RSPO Certified;;13/01/2026;3.999.611;101.167.028;3.999611, 101.167028;MYS;Malaysia;Perak;Hilir Perak;1-Fully Verified;
PO1000003759;FELCRA BERHAD;FELCRA JAYA SAMARAHAN SDN BHD;FELCRA JAYA SAMARAHAN;Not RSPO Certified;;13/01/2026;1.390.556;110.455.461;1.390556, 110.455461;MYS;Malaysia;Sarawak;Samarahan;1-Fully Verified;
PO1000003760;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;CHINI 3;RSPO Certified;RSPO Certified, MB;13/01/2026;3.366.486;102.931.272;3.366486, 102.931272;MYS;Malaysia;Pahang;Pekan;1-Fully Verified;
PO1000003761;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;JERAGAN BISTARI;Not RSPO Certified;;13/01/2026;5.351.045;119.143.998;5.351045, 119.143998;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003766;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;SAMPADI;Not RSPO Certified;;13/01/2026;1.619.547;109.948.545;1.619547, 109.948545;MYS;Malaysia;Sarawak;Lundu;1-Fully Verified;
PO1000003767;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;TENGGAROH;RSPO Certified;RSPO Certified, MB;13/01/2026;205.401;103.933;2.05401, 103.933;MYS;Malaysia;Johor;Mersing;2-High Confidence;
PO1000003769;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;TENGGAROH TIMOR;Not RSPO Certified;;13/01/2026;2.082.064;10.400.722;2.082064, 104.00722;MYS;Malaysia;Johor;Mersing;1-Fully Verified;
PO1000003770;FOONG LEE SAWI MINYAK SDN BHD;FOONG LEE SAWI MINYAK SDN BHD;FOONG LEE SAWI MINYAK;Not RSPO Certified;;13/01/2026;4.924.211;101.105.208;4.924211, 101.105208;MYS;Malaysia;Perak;Kuala Kangsar;1-Fully Verified;
PO1000003771;JOHAWAKI PLANTATION SDN BHD;GABUNGAN PERUSAHAAN MINYAK LANGKAP SDN BHD;LANGKAP;Not RSPO Certified;;13/01/2026;4.056.506;101.139.214;4.056506, 101.139214;MYS;Malaysia;Perak;Hilir Perak;1-Fully Verified;
PO1000003776;GENTING PLANTATIONS;GENTING SDC SDN BHD;GENTING INDAH;RSPO Certified;RSPO Certified, IP;13/01/2026;5.375.197;116.934.967;5.375197, 116.934967;MYS;Malaysia;Sabah;Tongod;1-Fully Verified;
PO1000003777;GENTING PLANTATIONS;GENTING SDC SDN BHD;GENTING JAMBONGAN;RSPO Certified;RSPO Certified, MB;13/01/2026;6.651.844;117.446.257;6.651844, 117.446257;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003778;GENTING PLANTATIONS;GENTING SDC SDN BHD;GENTING MEWAH;RSPO Certified;RSPO Certified, MB;13/01/2026;5.518.017;1.177.088;5.518017, 117.7088;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003781;GLOBAL ENTERPRISE OIL MILL SDN BHD;GLOBAL ENTERPRISE OIL MILL SDN BHD;GLOBAL ENTERPRISE;Not RSPO Certified;;13/01/2026;5.490.111;117.988.556;5.490111, 117.988556;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003782;SINAR MAS;PARAMITRA INTERNUSA PRATAMA;BELIAN;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;0.487029;111.845.392;0.487029, 111.845392;IDN;Indonesia;Kalimantan Barat;Kapuas Hulu;1-Fully Verified;
PO1000003783;SINAR MAS;PERSADA GRAHA MANDIRI;PERSADA GRAHA MANDIRI;Not RSPO Certified;;13/01/2026;0.400721;111.730.713;0.400721, 111.730713;IDN;Indonesia;Kalimantan Barat;Kapuas Hulu;2-High Confidence;
PO1000003784;BORNEO PACIFIC (HOLDINGS) SDN BHD;GOLDEN ELATE OIL MILL SDN BHD;GOLDEN ELATE;Not RSPO Certified;;13/01/2026;513.729;118.837.979;5.13729, 118.837979;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003785;HAVYS OIL MILL SDN BHD;HAVYS OIL MILL SDN BHD;HAVYS;Not RSPO Certified;;13/01/2026;2.892.339;102.662.724;2.892339, 102.662724;MYS;Malaysia;Pahang;Bera;2-High Confidence;
PO1000003787;HOK HUAT GROUP SDN BHD;HOK HUAT OIL MILL SDN BHD;KLUANG;Not RSPO Certified;;13/01/2026;2.058.694;103.361.583;2.058694, 103.361583;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000003789;IJM PLANTATIONS BERHAD;IJM EDIBLE OILS SDN BHD;DESA TALISAI;RSPO Certified;RSPO Certified, MB;13/01/2026;5.706.359;117.535.848;5.706359, 117.535848;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003790;IJM PLANTATIONS BERHAD;IJM EDIBLE OILS SDN BHD;MINAT TEGUH;Not RSPO Certified;;13/01/2026;5.817.892;117.869.394;5.817892, 117.869394;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000003792;IJM PLANTATIONS BERHAD;IJM EDIBLE OILS SDN BHD;SABANG 2;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;635.182;117.479.338;6.35182, 117.479338;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003793;YAYASAN SABAH GROUP;INNOPRISE PLANTATIONS BHD;SERIJAYA INDUSTRI SDN BHD;Not RSPO Certified;;13/01/2026;4.792.969;117.353.614;4.792969, 117.353614;MYS;Malaysia;Sabah;Tongod;1-Fully Verified;
PO1000003795;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;SEPAGAYA;Not RSPO Certified;;13/01/2026;5.633.883;11.812.495;5.633883, 118.12495;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000003796;IOI CORPORATION;IOI CORPORATION BHD;UNICO;Not RSPO Certified;;13/01/2026;5.150.056;118.222.056;5.150056, 118.222056;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003797;IOI CORPORATION;IOI CORPORATION BHD;UNICO DESA;RSPO Certified;RSPO Certified, IP;13/01/2026;54.130.889;118.529.333;5.4130889, 118.529333;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003798;JAYA TIASA HOLDINGS BERHAD;JT OIL DEVELOPMENT SDN BHD;WEALTH HOUSES;Not RSPO Certified;;13/01/2026;2.389.539;111.352.246;2.389539, 111.352246;MYS;Malaysia;Sarawak;Daro;2-High Confidence;
PO1000003799;JAYA TIASA HOLDINGS BERHAD;MAUJAYA SDN BHD;MAUJAYA;Not RSPO Certified;;13/01/2026;2.438.934;111.524.427;2.438934, 111.524427;MYS;Malaysia;Sarawak;Daro;1-Fully Verified;
PO1000003800;JAYA TIASA HOLDINGS BERHAD;MAXIWEALTH HOLDINGS SDN BHD;LASSA;Not RSPO Certified;;13/01/2026;2.519.721;111.640.773;2.519721, 111.640773;MYS;Malaysia;Sarawak;Matu;1-Fully Verified;
PO1000003801;MAFRICA CORPORATION SDN BHD / PALMGROUP HOLDINGS SDN BHD;PALMGROUP PALM OIL MILL SDN BHD;PALM GROUP;Not RSPO Certified;;13/01/2026;2.823.906;112.634.518;2.823906, 112.634518;MYS;Malaysia;Sarawak;Selangau;1-Fully Verified;
PO1000003803;JC CHANG (PTE) LTD;SANKINA OIL MILLS SDN BHD;TAKON;Not RSPO Certified;;13/01/2026;5.064.444;118.812.222;5.064444, 118.812222;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003804;JENG HUAT (BAHAU) REALTY SDN BHD;JENG HUAT (BAHAU) REALTY SDN BHD;JENG HUAT;Not RSPO Certified;;13/01/2026;3.103.806;102.458.083;3.103806, 102.458083;MYS;Malaysia;Pahang;Bera;1-Fully Verified;
PO1000003805;JENG HUAT (BAHAU) REALTY SDN BHD;KAHANG PALM OIL MILL SDN BHD;KAHANG PALM OIL MILL SDN BHD;Not RSPO Certified;;13/01/2026;2.342.278;1.034.384;2.342278, 103.4384;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000003806;FGV HOLDINGS BERHAD;ASIAN PLANTATIONS MILLING SDN BHD;ASIAN PLANTATIONS MILLING;Not RSPO Certified;;13/01/2026;358.705;114.225.871;3.58705, 114.225871;MYS;Malaysia;Sarawak;Marudi;1-Fully Verified;
PO1000003809;KESEDAR;KESEDAR PERKILANGAN SDN BHD;PALOH 3;Not RSPO Certified;;13/01/2026;499.986;10.227.477;4.99986, 102.27477;MYS;Malaysia;Kelantan;Gua Musang;1-Fully Verified;
PO1000003811;KIAN HOE PLANTATIONS BHD;KIAN HOE PLANTATIONS BHD;CORONATION;Not RSPO Certified;;13/01/2026;2.022.778;103.267.194;2.022778, 103.267194;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000003812;HOK HUAT GROUP SDN BHD;HOK HUAT OIL MILL SDN BHD;BUKIT PASIR;Not RSPO Certified;;13/01/2026;2.085.126;102.697.623;2.085126, 102.697623;MYS;Malaysia;Johor;Muar;1-Fully Verified;
PO1000003813;FORTUNA GROUP;KILANG KELAPA SAWIT FORTUNA SDN BHD;FORTUNA;Not RSPO Certified;;13/01/2026;60.475;117.219.722;6.0475, 117.219722;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003814;UNKNOWN;SIANG;KILANG KELAPA SAWIT LADANG SIANG;Not RSPO Certified;;13/01/2026;1.633.611;104.218.889;1.633611, 104.218889;MYS;Malaysia;Johor;Kota Tinggi;1-Fully Verified;PH PALM EXPRESS
PO1000003815;JOHAWAKI PLANTATION SDN BHD;KILANG KELAPA SAWIT LEKIR SDN BHD;LEKIR;Not RSPO Certified;;13/01/2026;4.151.198;100.781.185;4.151198, 100.781185;MYS;Malaysia;Perak;Perak Tengah;1-Fully Verified;
PO1000003816;FELCRA BERHAD;FELCRA BHD;SELAMA;RSPO Certified;RSPO Certified, IP;13/01/2026;5.178.291;100.716.671;5.178291, 100.716671;MYS;Malaysia;Perak;Kampar;1-Fully Verified;
PO1000003817;NGAN & NGAN HOLDINGS SDN BHD;KILANG MINYAK SAWIT KAMUNTING SDN BHD;KAMUNTING;Not RSPO Certified;;13/01/2026;4.922.709;100.719.732;4.922709, 100.719732;MYS;Malaysia;Perak;Larut and Matang;1-Fully Verified;
PO1000003818;KILANG MINYAK SAWIT TG TUALANG (1997) SDN BHD;KILANG MINYAK SAWIT TG TUALANG (1997) SDN BHD;TG TUALANG;Not RSPO Certified;;13/01/2026;4.305.207;101.039.023;4.305207, 101.039023;MYS;Malaysia;Perak;Kinta;1-Fully Verified;
PO1000003819;BELL GROUP;KILANG SAWIT BELL SDN BHD;KILANG SAWIT BELL;Not RSPO Certified;;13/01/2026;5.204.698;118.077.104;5.204698, 118.077104;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003820;YUWANG GROUP;KILANG SAWIT LEMBING SDN BHD;LEMBING;Not RSPO Certified;;13/01/2026;3.892.699;10.309.959;3.892699, 103.09959;MYS;Malaysia;Pahang;Kuantan;1-Fully Verified;
PO1000003821;KILANG SAWIT MUAR BHD;KILANG SAWIT MUAR BHD;MUAR;Not RSPO Certified;;13/01/2026;2.009.418;102.679.904;2.009418, 102.679904;MYS;Malaysia;Johor;Muar;1-Fully Verified;
PO1000003822;KETENGAH HOLDINGS SDN BHD;KILANG SAWIT PANJI ALAM SDN BHD;PANJI ALAM;Not RSPO Certified;;13/01/2026;4.374.444;103.349.167;4.374444, 103.349167;MYS;Malaysia;Trengganu;Kemaman;1-Fully Verified;
PO1000003823;BELL GROUP;KILANG SAWIT UNITED BELL SDN BHD;UNITED BELLL;Not RSPO Certified;;13/01/2026;1.565.451;103.467.984;1.565451, 103.467984;MYS;Malaysia;Johor;Pontian;1-Fully Verified;
PO1000003824;KIM LOONG RESOURCES BERHAD;KIM LOONG PALM OIL MILLS SDN BHD;DESA KIM LOONG;Not RSPO Certified;;13/01/2026;5.129.927;116.265.564;5.129927, 116.265564;MYS;Malaysia;Sabah;Keningau;1-Fully Verified;
PO1000003825;KIM LOONG RESOURCES BERHAD;KIM LOONG PALM OIL MILLS SDN BHD;KOTA TINGGI;Not RSPO Certified;;13/01/2026;1.808.028;103.961.972;1.808028, 103.961972;MYS;Malaysia;Johor;Kota Tinggi;1-Fully Verified;
PO1000003826;KIM LOONG RESOURCES BERHAD;KIM LOONG PALM OIL MILLS SDN BHD;TELUPID;Not RSPO Certified;;13/01/2026;5.467.278;116.989.556;5.467278, 116.989556;MYS;Malaysia;Sabah;Tongod;1-Fully Verified;
PO1000003827;N.Y. HIEW (HOLDINGS) SDN BHD;KILANG KELAPA SAWIT PINANGAH SDN BHD;PINANGAH;Not RSPO Certified;;13/01/2026;4.491.019;118.437.699;4.491019, 118.437699;MYS;Malaysia;Sabah;Semporna;1-Fully Verified;
PO1000003828;KRETAM HOLDINGS BERHAD;ABEDON OIL MILL SDN. BHD;ABEDOM POM;RSPO Certified;RSPO Certified, MB;13/01/2026;53.117.778;1.179.739.167;5.3117778, 117.9739167;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003830;KUALA LUMPUR KEPONG (KLK);KUALA LUMPUR KEPONG BHD;PALOH KKS;Not RSPO Certified;;13/01/2026;2.211.246;103.213.124;2.211246, 103.213124;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000003831;KUANTAN TRADING OIL MILL SDN BHD;KUANTAN TRADING OIL MILL SDN BHD;KUANTAN TRADING;Not RSPO Certified;;13/01/2026;2.729.528;102.940.028;2.729528, 102.940028;MYS;Malaysia;Pahang;Rompin;1-Fully Verified;
PO1000003833;LADANG RAKYAT TERENGGANU SDN BHD;LADANG RAKYAT TERENGGANU SDN BHD;LADANG RAKYAT;Not RSPO Certified;;13/01/2026;4.140.742;103.218.992;4.140742, 103.218992;MYS;Malaysia;Trengganu;Kemaman;1-Fully Verified;
PO1000003834;LADANG TAI TAK (KOTA TINGGI) SDN BHD;LADANG TAI TAK (KOTA TINGGI) SDN BHD;TAI TAK;Not RSPO Certified;;13/01/2026;1.693.889;103.858.611;1.693889, 103.858611;MYS;Malaysia;Johor;Kota Tinggi;1-Fully Verified;
PO1000003835;LAM SOON (M) BERHAD;LAM SOON PLANTATIONS SDN BHD;LAM SOON;RSPO Certified;RSPO Certified, IP;13/01/2026;5.254.833;118.175.167;5.254833, 118.175167;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003836;LENGA PALMOIL INDUSTRIES SDN BHD;LENGA PALMOIL INDUSTRIES SDN BHD;LENGA;Not RSPO Certified;;13/01/2026;2.226.357;102.569.333;2.226357, 102.569333;MYS;Malaysia;Johor;Ledang;1-Fully Verified;
PO1000003838;LFK GROUP;LADANG MILLS SDN BHD;LADANG MILL;Not RSPO Certified;;13/01/2026;5.618.283;117.645.283;5.618283, 117.645283;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003839;LIZIZ PLANTATION SDN BHD;LIZIZ PLANTATION SDN BHD;LIZIZ;Not RSPO Certified;;13/01/2026;4.871.817;101.805.583;4.871817, 101.805583;MYS;Malaysia;Kelantan;Gua Musang;1-Fully Verified;
PO1000003840;LKPP CORPORATION SDN BHD;LKPP CORPORATION SDN BHD;LCSB LEPAR;Not RSPO Certified;;13/01/2026;3.592.639;103.083;3.592639, 103.083;MYS;Malaysia;Pahang;Pekan;2-High Confidence;
PO1000003841;MALBUMI GROUP;SUKAU PALM OIL MILL SDN BHD;SUKAU;Not RSPO Certified;;13/01/2026;5.568.408;118.205.663;5.568408, 118.205663;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000003842;MALMAJU BINA SDN BHD;MALMAJU BINA SDN BHD;MALMAJU BINA;Not RSPO Certified;;13/01/2026;51.748;1.006.741;5.1748, 100.6741;MYS;Malaysia;Perak;Kampar;1-Fully Verified;
PO1000003843;MALPOM INDUSTRIES BHD;MALPOM INDUSTRIES BHD;MALPOM INDUSTRIES;Not RSPO Certified;;13/01/2026;5.207.778;100.483.889;5.207778, 100.483889;MYS;Malaysia;Pulau Pinang;Seberang Perai Selatan;1-Fully Verified;
PO1000003844;MALSA CORPORATION SDN BHD;MALSA CORPORATION SDN BHD;MALSA;Not RSPO Certified;;13/01/2026;5.781.927;117.657.208;5.781927, 117.657208;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003845;MANILAL & SONS (MALAYA) SDN BHD;AUMKAR PLANTATIONS SDN BHD;AUMKAR;Not RSPO Certified;;13/01/2026;4.747.442;11.786.882;4.747442, 117.86882;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003846;MELAKA TONG BEE SDN BHD;NAM BEE COMPANY SDN BHD;NAM BEE;Not RSPO Certified;;13/01/2026;2.496.667;102.490.583;2.496667, 102.490583;MYS;Malaysia;Negeri Sembilan;Tampin;1-Fully Verified;
PO1000003849;MINSAWI INDUSTRIES (KUALA KANGSAR) SDN BHD;MINSAWI INDUSTRIES (KUALA KANGSAR) SDN BHD;MINSAWI;Not RSPO Certified;;13/01/2026;4.903.604;100.906.978;4.903604, 100.906978;MYS;Malaysia;Perak;Kuala Kangsar;1-Fully Verified;
PO1000003850;PUI GROUPS;MJM (PALM OIL MILL) SDN BHD;MJM;Not RSPO Certified;;13/01/2026;3.960.915;113.791.539;3.960915, 113.791539;MYS;Malaysia;Sarawak;Miri;1-Fully Verified;
PO1000003851;GOLDEN LAND BERHAD;TANAH EMAS OIL PALM PROCESSING SDN BHD;TANAH EMAS;Not RSPO Certified;;13/01/2026;5.646.992;117.292.872;5.646992, 117.292872;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003853;NGAN & NGAN HOLDINGS SDN BHD;TEMERLOH MILL SDN BHD;TEMERLOH;Not RSPO Certified;;13/01/2026;4.648.028;100.694.972;4.648028, 100.694972;MYS;Malaysia;Perak;Larut and Matang;1-Fully Verified;
PO1000003854;NGIN KONG GROUP;PITAS PALM OIL MILL SDN BHD;PITAS;Not RSPO Certified;;13/01/2026;6.675.202;116.960.096;6.675202, 116.960096;MYS;Malaysia;Sabah;Pitas;1-Fully Verified;
