UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000015133;UNKNOWN;PROLADE;PROLADE COMERCIALIZADORA S.A. DE CV;RSPO Certified;RSPO Certified, IP;13/01/2026;17.759.897;-93.651.533;17.759897, -93.651533;MEX;Mexico;Tabasco;Huimanguillo;2-High Confidence;
PO1000015291;UNKNOWN;GENK AGRO MAS;KENCANA AGRO SEJAHTERA;Not RSPO Certified;;13/01/2026;137.624;10.032.692;1.37624, 100.32692;IDN;Indonesia;Riau;Rokan Hulu;2-High Confidence;
PO1000015292;UNKNOWN;PUSAKAMEGAH BUMINUSANTARA (PRB)PUSAKAMEGAH;BARU (PRB);Not RSPO Certified;;13/01/2026;0.40851;101.767.007;0.40851, 101.767007;IDN;Indonesia;Riau;Pelalawan;2-High Confidence;
PO1000015293;UNKNOWN;SINAR JAYA AGRO INVESTAMA;UTAMA AGRINDO MAS;Not RSPO Certified;;13/01/2026;-3.972.694;122.275.583;-3.972694, 122.275583;IDN;Indonesia;Konawe Selatan;Pondidaha;2-High Confidence;
PO1000015294;UNKNOWN;TANI PRIMA MAKMUR;TANI PRIMA MAKMUR;Not RSPO Certified;;13/01/2026;-3.764.794;122.070.314;-3.764794, 122.070314;IDN;Indonesia;Konawe Selatan;Anggaberi;2-High Confidence;
PO1000015295;UNKNOWN;AGRINDO SAWIT PERKASA;AGRINDO SAWIT PERKASA;Not RSPO Certified;;13/01/2026;181.029;100.151.174;1.810290465, 100.1511744;IDN;Indonesia;Sumatera Utara;Labuhanbatu Selatan;2-High Confidence;
PO1000015296;UNKNOWN;PT. MENARA SENTRA REJEKI (MSR);PT. MENARA SENTRA REJEKI (MSR);Not RSPO Certified;;13/01/2026;-2.001.976;103.683.464;-2.001976124, 103.683464;IDN;Indonesia;Sumatera Selatan;Musi Banyuasin;2-High Confidence;
PO1000015297;UNKNOWN;PT BANYUASIN SAWIT LESTARI;BANYUASIN SAWIT LESTARI;Not RSPO Certified;;13/01/2026;-2.596.944;104.366.611;-2.596944, 104.366611;IDN;Indonesia;Sumatera Selatan;Banyuasin;2-High Confidence;
PO1000015298;UNKNOWN;BUMI TAMIANG SENTOSA;BUMI TAMIANG SENTOSA;Not RSPO Certified;;13/01/2026;41.529;979.729;4.1529, 97.9729;IDN;Indonesia;Aceh;Kabupaten Aceh;2-High Confidence;
PO1000015299;UNKNOWN;MENTARI SAWIT MAKMUR;MENTARI SAWIT MAKMUR;Not RSPO Certified;;13/01/2026;-26.143;1.063.352;-2.6143, 106.3352;IDN;Indonesia;Bangka Belitung;Ranggas;2-High Confidence;
PO1000015300;UNKNOWN;BATU GUNUNG MULIA PUTRA AGRO;BATU GUNUNG MULIA PUTRA AGRO;Not RSPO Certified;;13/01/2026;-39.028;1.148.419;-3.9028, 114.8419;IDN;Indonesia;Kalimantan Selatan;Tanah Laut;2-High Confidence;
PO1000015586;UNKNOWN;PALM MAS ASRI              ;MERBAU JAYA INDAH RAYA;Not RSPO Certified;;13/01/2026;-43.362;12.244.004;-4.3362, 122.44004;IDN;Indonesia;Sulawesi Tenggara;Konawe Selatan;2-High Confidence;
PO1000015587;UNKNOWN;KAMPAR ALAM MAS INTI;KAMPAR ALAM MAS INTI;Not RSPO Certified;;13/01/2026;0.566175;1.011.696;0.566175, 101.1696;IDN;Indonesia;Riau;Kampar;2-High Confidence;
PO1000015735;UNKNOWN;SUKSOMBOON VEGETABLE OIL COMPANY LTD;SUKSOMBOON PALM OIL COMPANY LIMITED (BRANCH 7);Not RSPO Certified;;13/01/2026;9.090.392;98.446.545;9.090392, 98.446545;THA;Thailand;Phangnga;Khura Buri;2-High Confidence;
PO1000015778;UNKNOWN;GOLDEN VEROLEUM LIBERIA (GVL);TARJUOWON;Not RSPO Certified;;13/01/2026;5.435.035;-9.006.121;5.435035, -9.006121;LBR;Liberia ;Sinoe;Kulu Saw Boe;1-Fully Verified;
PO1000015788;UNKNOWN;SRIJAROEN PALM OIL CO.,LTD;SRIJAROEN PALM OIL CO.,LTD. 2;Not RSPO Certified;;13/01/2026;1.019.119;9.909.765;10.19119, 99.09765;THA;Thailand;Chumphon;Sawi;1-Fully Verified;
PO1000015839;PT. SAWIT SUMBERMAS SARANA;PT. MENTENG KENCANA MAS;KANAMIT;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-2.949.444;114.182.011;-2.949444, 114.182011;IDN;Indonesia;Kalimantan Tengah;Kabupaten Pulang Pisau;2-High Confidence;
PO1000015868;UNKNOWN;GUNUNG ANDALAN SUKSES;GUNUNG ANDALAN SUKSES;Not RSPO Certified;;13/01/2026;-4.591.072;121.503.171;-4.591072, 121.503171;IDN;Indonesia;Bombana;Poleang Barat;2-High Confidence;
PO1000015869;UNKNOWN;INDAH SUBUR SAWIT;INDAH SUBUR SAWIT;Not RSPO Certified;;13/01/2026;0.528333;109.368.422;0.528333, 109.368422;IDN;Indonesia;Kalimantan Barat;Landak;2-High Confidence;
PO1000015870;UNKNOWN;PULO PADANG SAWIT PERMAI;PULO PADANG SAWIT PERMAI;Not RSPO Certified;;13/01/2026;2.134.261;99.857.178;2.134261, 99.857178;IDN;Indonesia;Sumatera Utara;Labuhanbatu;2-High Confidence;
PO1000015871;UNKNOWN;SAWIT MAKMUR PERKASA;SAWIT MAKMUR PERKASA;Not RSPO Certified;;13/01/2026;-0.711806;101.325.111;-0.711806, 101.325111;IDN;Indonesia;Sumatera Barat;Sijunjung;2-High Confidence;
PO1000015872;UNKNOWN;TARI AGRO NABATI;TARI AGRO NABATI;Not RSPO Certified;;13/01/2026;2.396.944;9.969.528;2.396944, 99.69528;IDN;Indonesia;Sumatera Utara;Labuhanbatu Utara;2-High Confidence;
PO1000015873;UNKNOWN;INDUCARIBE;INDUCARIBE S.A.;Not RSPO Certified;;13/01/2026;12.373.939;-84.170.087;12.373939, -84.170087;NIC;Nicaragua;Atlántico Sur;Fruta de Pan;2-High Confidence;
PO1000015874;UNKNOWN;SRI ULINA ERSADA KARINA;SRI ULINA ERSADA KARINA;Not RSPO Certified;;13/01/2026;13.229;101.069.111;1.3229, 101.069111;IDN;Indonesia;Riau;Bengkalis;3-Low Confidence;
PO1000015875;UNKNOWN;ERASAKTI WIRAFORESTAMA;ERASAKTI WIRAFORESTAMA 4;Not RSPO Certified;;13/01/2026;-1.529.192;103.639.357;-1.529192, 103.639357;IDN;Indonesia;Jambi;Muaro Jambi;2-High Confidence;
PO1000015876;UNKNOWN;SAWIT SUMATERA PERKASA CV;SAWIT SUMATERA PERKASA CV;Not RSPO Certified;;13/01/2026;25.909.806;99.678.522;2.5909806, 99.678522;IDN;Indonesia;Sumatera Utara;Asahan;2-High Confidence;
PO1000015878;UNKNOWN;SURYA INTI PALMOIL;SURYA INTI PALMOIL;Not RSPO Certified;;13/01/2026;-24.655.556;112.036.111;-2.4655556, 112.036111;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Barat;2-High Confidence;
PO1000016183;UNKNOWN;KELANTAN SAKTI 2;KELANTAN SAKTI 2;Not RSPO Certified;;13/01/2026;-4.017.384;10.507.649;-4.017384, 105.07649;IDN;Indonesia;Sumatera Selatan;Ogan Komering Ilir;2-High Confidence;
PO1000016184;UNKNOWN;SUMATERA PALMA ANDALAN;SUMATERA PALMA ANDALAN;Not RSPO Certified;;13/01/2026;-2.900.181;103.305.962;-2.900181, 103.305962;IDN;Indonesia;Sumatera Selatan;Musi Rawas;2-High Confidence;
PO1000016373;AGRI SINAR KENCANA;AGRI SINAR KENCANA;AGRI SINAR KENCANA;Not RSPO Certified;;13/01/2026;3.660.137;98.578.013;3.660137, 98.578013;IDN;Indonesia;Sumatera Utara;Sunggal;2-High Confidence;
PO1000016374;UNGGUL WIDYA TEKNOLOGI LESTARI;WIDYA CORPORATION;AGRIBARAS;Not RSPO Certified;;13/01/2026;-1.521.444;119.433.356;-1.521444, 119.433356;IDN;Indonesia;Sulawesi Barat;Pasangkayu;2-High Confidence;
PO1000016375;BORNEO CITRA PERSADA JAYA;BORNEO CITRA PERSADA JAYA;BORNEO CITRA PERSADA JAYA;Not RSPO Certified;;13/01/2026;-0.891669;115.796.362;-0.891669, 115.796362;IDN;Indonesia;Kalimantan Timur;Bentian Besar;2-High Confidence;
PO1000016376;CITRA SAWIT INDAH LESTARI;CITRA SAWIT INDAH LESTARI;CITRA SAWIT INDAH LESTARI;Not RSPO Certified;;13/01/2026;285.573;9.990.856;2.85573, 99.90856;IDN;Indonesia;Sumatera Utara;Sei Kepayang;2-High Confidence;
PO1000016377;EVAN LESTARI;EVAN LESTARI;KENANGA MILL;Not RSPO Certified;;13/01/2026;-3.215.919;103.055.115;-3.215919, 103.055115;IDN;Indonesia;Sumatera Selatan;Musi Rawas;2-High Confidence;
PO1000016378;MAKIN MAJU;MAKIN MAJU;MAKIN MAJU;Not RSPO Certified;;13/01/2026;3.806.364;98.369.415;3.806364, 98.369415;IDN;Indonesia;Sumatera Utara;Padang Tualang;2-High Confidence;
PO1000016379;PALMA LESTARI JAYA;PALMA LESTARI JAYA;PALMA LESTARI JAYA;Not RSPO Certified;;13/01/2026;1.087.639;121.350.083;1.087639, 121.350083;IDN;Indonesia;Sulawesi Tengah;Buol;2-High Confidence;
PO1000016380;PELANTARAN SAWIT PERKASA;PELANTARAN SAWIT PERKASA;PELANTARAN SAWIT PERKASA;Not RSPO Certified;;13/01/2026;-201.502;11.303.055;-2.01502, 113.03055;IDN;Indonesia;Kalimantan Tengah;Bukit Batu;2-High Confidence;
PO1000016381;PT. MAKMUR PALMA LESTARI (MPL);PT. MAKMUR PALMA LESTARI;PT. MAKMUR PALMA LESTARI (MPL);Not RSPO Certified;;13/01/2026;0.673552;100.857.095;0.673552, 100.857095;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;2-High Confidence;
PO1000016382;SENTOSA AGRI PRIMA;SENTOSA AGRI PRIMA;SENTOSA AGRI PRIMA;Not RSPO Certified;;13/01/2026;-3.557.745;105.259.734;-3.557745, 105.259734;IDN;Indonesia;Sumatera Selatan;Kayu Labu;2-High Confidence;
PO1000016383;SRI AMAN RESOURCES SDN BHD;SRI AMAN RESOURCES SDN BHD;SRI AMAN PALM OIL MILL SDN BHD;Not RSPO Certified;;13/01/2026;116.036;11.160.347;1.16036, 111.60347;MYS;Malaysia;Sarawak;Engkilili;2-High Confidence;
PO1000016384;NSUKWA OIL PALM ESTATE LIMITED;IMC PLANTATIONS LIMITED;NSUKWA;Not RSPO Certified;;13/01/2026;6.015.917;6.411.891;6.015917, 6.411891;NGA;Nigeria;Delta;Nsukwa;2-High Confidence;
PO1000016385;INDUSTRIAS DEL TULUMAYO;PALMAS DEL ESPINO;EXTRACTORA TULUMAYO;Not RSPO Certified;;13/01/2026;-8.559.599;-74.888.072;-8.559599, -74.888072;PER;Peru;Ucayali;Campamento Neshuya;2-High Confidence;
PO1000016386;A.C. GARCIA PALM OIL MILL CORP.;A.C. GARCIA PALM OIL MILL CORP.;A.C. GARCIA PALM OIL MILL CORP.;Not RSPO Certified;;13/01/2026;666.327;124.643;6.66327, 124.643;PHL;Philippines;Sultan Kudarat;Baras;2-High Confidence;
PO1000016387;PPP GREEN COMPLEX CO.,LTD.;PPP GREEN COMPLEX CO.,LTD.;PPP GREEN COMPLEX MILL;Not RSPO Certified;;13/01/2026;11.049.595;99.375.906;11.049595, 99.375906;THA;Thailand;Prachuap Khiri Khan;Chang Raek;2-High Confidence;
PO1000016533;UNKNOWN;UNKNOWN;BINA AGRO TANI;Not RSPO Certified;;13/01/2026;-2.806.775;107.805.153;-2.806775, 107.805153;IDN;Indonesia;Bangka Belitung;Badau;2-High Confidence;
PO1000016534;UNKNOWN;UNKNOWN;JALIN VANEO;Not RSPO Certified;;13/01/2026;-0.992703;110.182.225;-0.992703, 110.182225;IDN;Indonesia;Kalimantan Barat;Kayong Utara;2-High Confidence;
PO1000016535;UNKNOWN;UNKNOWN;KEDAP SAYAAQ DUA;Not RSPO Certified;;13/01/2026;-0.25325;11.597.688;-0.25325, 115.97688;IDN;Indonesia;Kalimantan Timur;Sebelang;2-High Confidence;
PO1000016536;UNKNOWN;UNKNOWN;LOKA INDAH LESTARI;Not RSPO Certified;;13/01/2026;0.742599;1.212.861;0.742599, 121.2861;IDN;Indonesia;Gorontalo;Popayato Barat;2-High Confidence;
PO1000016537;UNKNOWN;UNKNOWN;MANDIRI PALMERA AGRINDO;Not RSPO Certified;;13/01/2026;-2.518.833;12.076.111;-2.518833, 120.76111;IDN;Indonesia;Sulawesi Selatan;Luwu Timur;2-High Confidence;
PO1000016538;UNKNOWN;UNKNOWN;PERMATA TIMUR LESTARI;Not RSPO Certified;;13/01/2026;-1.957.679;11.310.136;-1.957679, 113.10136;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;2-High Confidence;
PO1000016539;UNKNOWN;UNKNOWN;SAMIRA MAKMUR SEJAHTERA;Not RSPO Certified;;13/01/2026;37.681.719;96.732.178;3.7681719, 96.732178;IDN;Indonesia;Aceh; Aceh Barat Daya;2-High Confidence;
PO1000016540;UNKNOWN;UNKNOWN;UNITED TEAMTRADE SDN BHD;Not RSPO Certified;;13/01/2026;0.9380099;110.794.078;0.9380099, 110.794078;MYS;Malaysia;Sarawak;Serian;2-High Confidence;
PO1000016675;UNKNOWN;SOLATAM, S.A.;BENEFICIO ALTAGRACIA;Not RSPO Certified;;13/01/2026;15.710.278;-89.068.389;15.710278, -89.068389;GTM;Guatemala;Livingston;La Libertad;2-High Confidence;
PO1000016676;PT CISADANE SAWIT RAYA (CSR);PT. SAMUKTI KARYA LESTARI;PT. SAMUKTI KARYA LESTARI;Not RSPO Certified;;13/01/2026;1.372.091;98.928.142;1.372091, 98.928142;IDN;Indonesia;Sumatera Utara;Tapanuli Selatan;1-Fully Verified;
PO1000016677;UNKNOWN;ANUGERAH TANJUNG MEDAN;KAMPARINDO AGRO INDUSTRI II;Not RSPO Certified;;13/01/2026;-0.751893;101.729.167;-0.751893, 101.729167;IDN;Indonesia;Riau;Kuantan Singingi;2-High Confidence;
PO1000016678;UNKNOWN;SAWITTA JAYA LAU PAKAM;SAWITTA JAYA SEJAHTERA;Not RSPO Certified;;13/01/2026;2.794.611;99.217.111;2.794611, 99.217111;IDN;Indonesia;Sumatera Utara;Simalungun;2-High Confidence;
PO1000016822;UNKNOWN;MARBORGES AGROINDUSTRIA SA;MARTINS BORGES AGROINDÚSTRIA;Not RSPO Certified;;13/01/2026;-19.602;-47.022.789;-1.960200, -47.022789;BRA;Brazil;Pará;Garrafão do Norte;2-High Confidence;
PO1000016958;UNKNOWN;ENSEM SAWITA;ENSEM SAWITA (MUSI RAWAS);Not RSPO Certified;;13/01/2026;-287.277;10.329.668;-2.87277, 103.29668;IDN;Indonesia;Sumatera Selatan;Musi Rawas;2-High Confidence;
PO1000016959;UNKNOWN;GUNAS;BINTARA TANI NUSANTARA (SINTANG);Not RSPO Certified;;13/01/2026;-0.13552;11.194.668;-0.13552, 111.94668;IDN;Indonesia;Kalimantan Barat;Sintang;2-High Confidence;
PO1000016960;UNKNOWN;GUNAS;SUMATERA JAYA AGRO LESTARI (TAYAN);Not RSPO Certified;;13/01/2026;-0.086995;109.966.064;-0.086995, 109.966064;IDN;Indonesia;Kalimantan Barat;Sanggau;2-High Confidence;
PO1000016961;UNKNOWN;KURNIA PRIMA NASTARI;KARYA AGUNG MEGAH UTAMA;Not RSPO Certified;;13/01/2026;-0.257073;99.976.288;-0.257073, 99.976288;IDN;Indonesia;Sumatera Barat;Agam;2-High Confidence;
PO1000016962;UNKNOWN;MUTIARA AGRO SEJAHTERA;MUTIARA AGRO SEJAHTERA;Not RSPO Certified;;13/01/2026;-1.925.783;10.574.657;-1.925783, 105.74657;IDN;Indonesia;Bangka Belitung;Bangka;2-High Confidence;
PO1000016963;UNKNOWN;RIZTIA KARYA MANDIRI;RIZTIA KARYA MANDIRI;Not RSPO Certified;;13/01/2026;2.445.077;98.059.689;2.445077, 98.059689;IDN;Indonesia;Aceh ;Aceh Singkil;2-High Confidence;
PO1000016964;UNKNOWN;SAHABAT SAWIT ROKAN SEJAHTERA;SAHABAT SAWIT ROKAN SEJAHTERA;Not RSPO Certified;;13/01/2026;1.368.061;100.520.044;1.368061, 100.520044;IDN;Indonesia;Riau;Rokar Hilir;2-High Confidence;
PO1000016965;UNKNOWN;SAWITTA JAYA LAU PAKAM;CIPTA SAWITTA JAYA CEMERLANG;Not RSPO Certified;;13/01/2026;3.201.953;99.061.505;3.201953, 99.061505;IDN;Indonesia;Sumatera Utara;Serdang Bedagai;2-High Confidence;
PO1000016966;UNKNOWN;SIN TEK HUAT;AGRINDO PANCA TUNGGAL PERKASA;Not RSPO Certified;;13/01/2026; -2.367572; 102.791319; -2.367572,  102.791319;IDN;Indonesia;Jambi;Sarolangun;2-High Confidence;
PO1000016967;UNKNOWN;SRIWIJAYA HIJAU LESTARI;BUANA SRIWIJAYA SEJAHTERA;Not RSPO Certified;;13/01/2026;-2.537.381;103.032.985;-2.537381, 103.032985;IDN;Indonesia;Sumatera Selatan;Musi Rawas;2-High Confidence;
PO1000016968;UNKNOWN;LAMBANG AGRO PLANTATION;BINTANG PERMATA KHATULISTIWA;Not RSPO Certified;;13/01/2026;-0.38875;112.154.667;-0.38875, 112.154667;IDN;Indonesia;Kalimantan Barat;Melawi;2-High Confidence;
PO1000016969;UNKNOWN;KURNIA MERANGIN BERJAYA;KURNIA MERANGIN BERJAYA;Not RSPO Certified;;13/01/2026;-2.182.531;102.472.112;-2.182531, 102.472112;IDN;Indonesia;Jambi;Merangin;2-High Confidence;
PO1000016970;UNKNOWN;DALANTA MARSADA SUKSES;DALANTA MARSADA SUKSES;Not RSPO Certified;;13/01/2026;2.124.278;9.829.224;2.124278, 98.29224;IDN;Indonesia;Sumatera Utara;Tapanuli Tengah;2-High Confidence;
PO1000016971;UNKNOWN;REJEKI ABADI SAMBOSAR;REJEKI ABADI SAMBOSAR;Not RSPO Certified;;13/01/2026;3.133.699;98.971.027;3.133699, 98.971027;IDN;Indonesia;Sumatera Utara;Simalungun;2-High Confidence;
PO1000016972;UNKNOWN;SEMUNAI SAWIT PERKASA;SEMUNAI SAWIT PERKASA 2;Not RSPO Certified;;13/01/2026;1.061.111;101.277.778;1.061111, 101.277778;IDN;Indonesia;Riau;Bengkalis;2-High Confidence;
PO1000017030;UNKNOWN;PT. BIO INTI AGRINDO;PT. BIO INTI AGRINDO PKS 3 ;RSPO Certified;RSPO Certified, IP;13/01/2026;-7.047.296;140.883.627;-7.047296, 140.883627 ;IDN;Indonesia;Papua;Merauke;2-High Confidence;
PO1000017058;UNKNOWN;PT. MULTIMAS NABATI ASAHAN;KUALA TANJUNG;Not RSPO Certified;;13/01/2026;336.957;9.944.142;3.36957, 99.44142;IDN;Indonesia;Sumatera Utara;Batu Bara;2-High Confidence;
PO1000017059;UNKNOWN;UNKOWN;VILA NOVA AGROINDUSTRIAL;Not RSPO Certified;;13/01/2026;-2.853.721;-48.234.704;-2.853721, -48.234704;BRA;Brazil;Pará;Tomé-Açu;2-High Confidence;
PO1000017060;UNKNOWN;JULIPRIMA KENTJANA;JULIPRIMA KENTJANA;Not RSPO Certified;;13/01/2026;44.326;959.168;4.4326, 95.9168;IDN;Indonesia;Aceh;Aceh Jaya;2-High Confidence;
PO1000017061;UNKNOWN;PT PRIMA JAYA LESTARI UTAMA;PT PRIMA JAYA LESTARI UTAMA;Not RSPO Certified;;13/01/2026;2.312.078;99.742.071;2.312078, 99.742071;IDN;Indonesia;Sumatera Utara;Labuhanbatu Utara;2-High Confidence;
PO1000017062;UNKNOWN;AGRO BORNEO MAS;AGRO BORNEO MAS;Not RSPO Certified;;13/01/2026;-23.711;1.124.354;-2.3711, 112.4354;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;2-High Confidence;
PO1000017063;UNKNOWN;MITRA MURATARA SEJAHTERA;MITRA MURATARA SEJAHTERA;Not RSPO Certified;;13/01/2026;-29.213.889;1.027.702.778;-2.9213889, 102.7702778;IDN;Indonesia;Sumatera Selatan;Musi Rawas;2-High Confidence;
PO1000017064;UNKNOWN;KASPARI AGRO SENTOSA;KASPARI AGRO SENTOSA;Not RSPO Certified;;13/01/2026;-17.849;1.034.891;-1.7849, 103.4891;IDN;Indonesia;Jambi ;Muaro Jambi;2-High Confidence;
PO1000017065;UNKNOWN;SURYA LESTARI USAHA MANDIRI;SURYA LESTARI USAHA MANDIRI;Not RSPO Certified;;13/01/2026;-21.795;1.028.216;-2.1795, 102.8216;IDN;Indonesia;Jambi ;Sarolangun;2-High Confidence;
PO1000017066;UNKNOWN;AGRISENTRA LESTARI;AGRISENTRA LESTARI;Not RSPO Certified;;13/01/2026;0.0234;1.101.051;0.0234, 110.1051;IDN;Indonesia;Kalimantan Barat;Sanggau;2-High Confidence;
PO1000017067;UNKNOWN;BUMI AGRO PRIMA;BUMI AGRO PRIMA;Not RSPO Certified;;13/01/2026;-14.769;1.139.418;-1.4769, 113.9418;IDN;Indonesia;Kalimantan Tengah;Gunung;2-High Confidence;
PO1000017156;UNKNOWN;SAWIT MAS MAKMUR;SAWIT MAS MAKMUR;Not RSPO Certified;;13/01/2026;33.525;992.378;3.3525, 99.2378;IDN;Indonesia;Sumatera Utara;Serdang Bedagai;2-High Confidence;
PO1000017395;UNKNOWN;BANGKAL;BANGKAL;Not RSPO Certified;;13/01/2026;-2.534.361;112.481.083;-2.534361, 112.481083;IDN;Indonesia;Kalimantan Tengah;Kabupaten Kotawaringin Timur;2-High Confidence;
PO1000017396;UNKNOWN;KARYA ALAM PERDANA;KARYA ALAM PERDANA;Not RSPO Certified;;13/01/2026;-4.299.598;1.221.164;-4.299598, 122.1164;IDN;Indonesia;Sulawesi Tenggara;Benua;2-High Confidence;
PO1000017397;UNKNOWN;KUTAI SAWIT MANDIRI;KUTAI SAWIT MANDIRI;Not RSPO Certified;;13/01/2026;130.093;117.067.495;1.30093, 117.067495;IDN;Indonesia;Kalimantan Timur;Kabupaten Kutai;2-High Confidence;
PO1000017398;UNKNOWN;MADINRA INTI SAWIT;MADINRA INTI SAWIT;Not RSPO Certified;;13/01/2026;-4.284.861;121.616.639;-4.284861, 121.616639;IDN;Indonesia;Sulawesi Tenggara;Kabupaten Kolaka;2-High Confidence;
PO1000017399;UNKNOWN;FAP AGR;MARSAM CITRA ADIPERKASA;Not RSPO Certified;;13/01/2026;0.270902;115.345.284;0.270902, 115.345284;IDN;Indonesia;Kalimantan Timur;Mahakam Ulu;2-High Confidence;
PO1000017400;UNKNOWN;FIRST RESOURCES;SURYA DUMAI AGRINDO MILL;Not RSPO Certified;;13/01/2026;1.351.417;102.067.389;1.351417, 102.067389;IDN;Indonesia;Riau;Kabupaten Bengkalis;2-High Confidence;
PO1000017401;UNKNOWN;SEJAHTERA MANDIRI SAWITA;SEJAHTERA MANDIRI SAWITA;Not RSPO Certified;;13/01/2026;379.456;9.848.711;3.79456, 98.48711;IDN;Indonesia;Sumatera Utara;Kabupaten Langkat;2-High Confidence;
PO1000017402;UNKNOWN;SUMATERA KARYA AGRO;SUMATERA KARYA AGRO;Not RSPO Certified;;13/01/2026;0.765396;100.498.624;0.765396, 100.498624;IDN;Indonesia;Riau;Kabupaten Rokan Hulu;2-High Confidence;
PO1000017403;UNKNOWN;SUNGAI PAKU;SUNGAI PAKU;Not RSPO Certified;;13/01/2026;-0.165415;101.289.184;-0.165415, 101.289184;IDN;Indonesia;Riau;Kabupaten Kuantan Singingi;2-High Confidence;
PO1000017404;UNKNOWN;SURYA SAWIT MANDIRI;SURYA SAWIT MANDIRI;Not RSPO Certified;;13/01/2026;0.634;100.601;0.634, 100.601;IDN;Indonesia;Riau;Rokan Hulu;2-High Confidence;
PO1000017405;UNKNOWN;UCPOC MILLS;UCPOC MILLS;Not RSPO Certified;;13/01/2026;7.217.956;12.479.272;7.217956, 124.79272;PHL;Philippines;Cotabato;Carmen;2-High Confidence;
PO1000017406;UNKNOWN;HAMPARAN KEMILAU INDAH;HAMPARAN KEMILAU INDAH;Not RSPO Certified;;13/01/2026;0.596075;99.200.657;0.596075, 99.200657;IDN;Indonesia;Sumatera Utara;Kabupaten Mandailing Natal;2-High Confidence;
PO1000017407;UNKNOWN;PERMATA GROUP;PT PELITA AGUNG AGRINDUSTRI - PELINTUNG;Not RSPO Certified;;13/01/2026;0.632750431;1.005.997.718;0.632750431, 100.5997718;IDN;Indonesia;Riau;Rokan Hulu;2-High Confidence;
PO1000017408;MUSIM MAS;PT INTIBENUA PERKASATAMA - LUBUK GAUNG;AGRO PALINDO SAKTI;Not RSPO Certified;;13/01/2026;-2.711.058.889;1.043.430.056;-2.711058889, 104.3430056;IDN;Indonesia;Sumatera Selatan;Banyu Asin;2-High Confidence;
PO1000017409;UNKNOWN;PT SURYA DUMAI AGRINDO;PT SURYA DUMAI AGRINDO;Not RSPO Certified;;13/01/2026;1.175.031;102.059.922;1.175031, 102.059922;IDN;Indonesia;Riau;Bengkalis;2-High Confidence;
PO1000017674;UNKNOWN;SUKSOMBOON GROUP;SUKSOMBOON PALM OIL SAKON.,CO.LTD.;Not RSPO Certified;;13/01/2026;1.794.907;10.365.945;17.94907, 103.65945;THA;Thailand;Sakon Nakhon;Wanon Niwat;2-High Confidence;
PO1000017676;UNKNOWN;LUBOK ANTU PALM OIL MILL SDN BHD;LUBOK ANTU 2;Not RSPO Certified;;13/01/2026;1.166.396;111.762.743;1.166396, 111.762743;MYS;Malaysia;Sarawak;Sri Aman;2-High Confidence;
PO1000017677;UNKNOWN;JAMERAS;JAMERAS;Not RSPO Certified;;13/01/2026;-221.175;113.010.389;-2.21175, 113.010389;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;2-High Confidence;
PO1000017678;UNKNOWN;HILTON DUTA LESTARI       ;HILTON DUTA LESTARI       ;Not RSPO Certified;;13/01/2026;0.575884;109.332.467;0.575884, 109332467;IDN;Indonesia;Kalimantan Barat;Landak;2-High Confidence;
PO1000017679;UNKNOWN;KOPERASI PEMBANGUNAN PEKEBUN KECIL HILIR PERAK BHD              ;KOPERASI PEMBANGUNAN PEKEBUN KECIL HILIR PERAK BHD;Not RSPO Certified;;13/01/2026;3.921.833;100.910.778;3.921833, 100.910778;MYS;Malaysia;Perak;Hilir Perak;2-High Confidence;
PO1000017680;UNKNOWN;ANGLO-EASTERN PLANTATIONS PLC;HIJAU PRYAN PERDANA;Not RSPO Certified;;13/01/2026;2.462.286;100.271.139;2.462286, 100.271139;IDN;Indonesia;Sumatera Utara;Labuhanbatu;2-High Confidence;
PO1000017681;UNKNOWN;PALMPANLAN CO. LTD.;PALMPANLAN CO. LTD.;Not RSPO Certified;;13/01/2026;8.035.046;99.114.882;8.035046, 99.114882;THA;Thailand;Krabi;Khlong Thom;2-High Confidence;
PO1000017731;UNKNOWN;PERMATA LESTARI JAYA;PERMATA LESTARI JAYA;Not RSPO Certified;;13/01/2026;0.944194;111.216.611;0.944194, 111.216611;IDN;Indonesia;Kalimantan Barat;Sintang;2-High Confidence;
PO1000017750;SMOTHONG GROUP;SMOTHONG PALMOIL CO.;SARABURI BRANCH;Not RSPO Certified;;13/01/2026;14.294.067;100.871.622;14.294067, 100.871622;THA;Thailand;Changwat Saraburi;Nong Khae;1-Fully Verified;
PO1000017764;UNKNOWN;ACEITES Y GRASAS LA CRISTALINA ZOMAC S.A.S.;ACEITES Y GRASAS LA CRISTALINA ZOMAC S.A.S.;Not RSPO Certified;;13/01/2026;42.495.944;-716.336.955;4.2495944, -71.6336955;COL;Colombia;Meta;El Porvenir;2-High Confidence;
